date,bond_id,maturity_years,yield
2026-01-26,JGB025,17.952,0.022025
2026-01-26,JGB026,18.244,0.021567
2026-01-26,JGB027,18.846,0.021853
2026-01-26,JGB028,20.054,0.022606
2026-01-26,JGB029,20.276,0.021915
2026-01-26,JGB030,20.364,0.021536
2026-01-26,JGB031,23.747,0.022637
2026-01-26,JGB032,24.165,0.022323
2026-01-26,JGB033,24.594,0.022992
2026-01-26,JGB034,26.086,0.022214
2026-01-26,JGB035,26.93,0.022061
2026-01-26,JGB036,27.092,0.021676
2026-01-26,JGB037,27.882,0.022772
2026-01-26,JGB038,28.476,0.023217
2026-01-26,JGB039,29.437,0.021953
2026-01-27,JGB000,1.346,0.012307
2026-01-27,JGB001,2.577,0.01482
2026-01-27,JGB002,2.952,0.016335
2026-01-27,JGB003,4.293,0.017372
2026-01-27,JGB004,4.298,0.018242
2026-01-27,JGB005,4.328,0.018486
2026-01-27,JGB006,4.57,0.01756
2026-01-27,JGB007,4.857,0.018425
2026-01-27,JGB008,4.864,0.01801
2026-01-27,JGB009,6.465,0.019865
2026-01-27,JGB010,6.533,0.020365
2026-01-27,JGB011,6.906,0.020805
2026-01-27,JGB012,7.441,0.019552
2026-01-27,JGB013,8.622,0.020441
2026-01-27,JGB014,8.676,0.020945
2026-01-27,JGB015,10.922,0.021887
2026-01-27,JGB016,11.385,0.021539
2026-01-27,JGB017,13.183,0.021277
2026-01-27,JGB018,14.279,0.021781
2026-01-27,JGB019,14.767,0.021691
2026-01-27,JGB020,15.229,0.021751
2026-01-27,JGB021,15.586,0.021444
2026-01-27,JGB022,15.615,0.021933
2026-01-27,JGB023,16.698,0.022003
2026-01-27,JGB024,16.835,0.021755
2026-01-27,JGB025,17.952,0.021759
2026-01-27,JGB026,18.244,0.021384
2026-01-27,JGB027,18.846,0.021757
2026-01-27,JGB028,20.054,0.022401
2026-01-27,JGB029,20.276,0.02185
2026-01-27,JGB030,20.364,0.021339
2026-01-27,JGB031,23.747,0.022456
2026-01-27,JGB032,24.165,0.022257
2026-01-27,JGB033,24.594,0.022827
2026-01-27,JGB034,26.086,0.021957
2026-01-27,JGB035,26.93,0.021838
2026-01-27,JGB036,27.092,0.021366
2026-01-27,JGB037,27.882,0.022521
2026-01-27,JGB038,28.476,0.023078
2026-01-27,JGB039,29.437,0.021685
2026-01-28,JGB000,1.346,0.012948
2026-01-28,JGB001,2.577,0.015653
2026-01-28,JGB002,2.952,0.017275
2026-01-28,JGB003,4.293,0.018243
2026-01-28,JGB004,4.298,0.018954
2026-01-28,JGB005,4.328,0.019248
2026-01-28,JGB006,4.57,0.018347
2026-01-28,JGB007,4.857,0.019152
2026-01-28,JGB008,4.864,0.018815
2026-01-28,JGB009,6.465,0.020582
2026-01-28,JGB010,6.533,0.02119
2026-01-28,JGB011,6.906,0.02157
2026-01-28,JGB012,7.441,0.020327
2026-01-28,JGB013,8.622,0.021233
2026-01-28,JGB014,8.676,0.021881
2026-01-28,JGB015,10.922,0.022621
2026-01-28,JGB016,11.385,0.022277
2026-01-28,JGB017,13.183,0.022032
2026-01-28,JGB018,14.279,0.022561
2026-01-28,JGB019,14.767,0.022462
2026-01-28,JGB020,15.229,0.022417
2026-01-28,JGB021,15.586,0.022253
2026-01-28,JGB022,15.615,0.02258
2026-01-28,JGB023,16.698,0.02268
2026-01-28,JGB024,16.835,0.022464
2026-01-28,JGB025,17.952,0.022531
2026-01-28,JGB026,18.244,0.022046
2026-01-28,JGB027,18.846,0.022398
2026-01-28,JGB028,20.054,0.023156
2026-01-28,JGB029,20.276,0.022675
2026-01-28,JGB030,20.364,0.022137
2026-01-28,JGB031,23.747,0.023305
2026-01-28,JGB032,24.165,0.023045
2026-01-28,JGB033,24.594,0.023566
2026-01-28,JGB034,26.086,0.022712
2026-01-28,JGB035,26.93,0.022597
2026-01-28,JGB036,27.092,0.022212
2026-01-28,JGB037,27.882,0.023407
2026-01-28,JGB038,28.476,0.023957
2026-01-28,JGB039,29.437,0.022438
2026-01-29,JGB000,1.346,0.01499
2026-01-29,JGB001,2.577,0.017572
2026-01-29,JGB002,2.952,0.019156
2026-01-29,JGB003,4.293,0.020181
2026-01-29,JGB004,4.298,0.020802
2026-01-29,JGB005,4.328,0.021103
2026-01-29,JGB006,4.57,0.02024
2026-01-29,JGB007,4.857,0.020976
2026-01-29,JGB008,4.864,0.020672
2026-01-29,JGB009,6.465,0.0225
2026-01-29,JGB010,6.533,0.02307
2026-01-29,JGB011,6.906,0.023482
2026-01-29,JGB012,7.441,0.022152
2026-01-29,JGB013,8.622,0.023202
2026-01-29,JGB014,8.676,0.023614
2026-01-29,JGB015,10.922,0.024588
2026-01-29,JGB016,11.385,0.024075
2026-01-29,JGB017,13.183,0.023927
2026-01-29,JGB018,14.279,0.024379
2026-01-29,JGB019,14.767,0.024332
2026-01-29,JGB020,15.229,0.024253
2026-01-29,JGB021,15.586,0.023985
2026-01-29,JGB022,15.615,0.024489
2026-01-29,JGB023,16.698,0.024573
2026-01-29,JGB024,16.835,0.024447
2026-01-29,JGB025,17.952,0.024336
2026-01-29,JGB026,18.244,0.023889
2026-01-29,JGB027,18.846,0.024292
2026-01-29,JGB028,20.054,0.025038
2026-01-29,JGB029,20.276,0.024464
2026-01-29,JGB030,20.364,0.023958
2026-01-29,JGB031,23.747,0.025222
2026-01-29,JGB032,24.165,0.024913
2026-01-29,JGB033,24.594,0.02554
2026-01-29,JGB034,26.086,0.02466
2026-01-29,JGB035,26.93,0.024512
2026-01-29,JGB036,27.092,0.024107
2026-01-29,JGB037,27.882,0.025164
2026-01-29,JGB038,28.476,0.025784
2026-01-29,JGB039,29.437,0.024399
2026-01-30,JGB000,1.346,0.014467
2026-01-30,JGB001,2.577,0.017052
2026-01-30,JGB002,2.952,0.018664
2026-01-30,JGB003,4.293,0.019604
2026-01-30,JGB004,4.298,0.020318
2026-01-30,JGB005,4.328,0.020547
2026-01-30,JGB006,4.57,0.019698
2026-01-30,JGB007,4.857,0.020579
2026-01-30,JGB008,4.864,0.020094
2026-01-30,JGB009,6.465,0.021991
2026-01-30,JGB010,6.533,0.022558
2026-01-30,JGB011,6.906,0.02302
2026-01-30,JGB012,7.441,0.021754
2026-01-30,JGB013,8.622,0.022665
2026-01-30,JGB014,8.676,0.023139
2026-01-30,JGB015,10.922,0.024073
2026-01-30,JGB016,11.385,0.023665
2026-01-30,JGB017,13.183,0.023384
2026-01-30,JGB018,14.279,0.023972
2026-01-30,JGB019,14.767,0.023838
2026-01-30,JGB020,15.229,0.023732
2026-01-30,JGB021,15.586,0.023641
2026-01-30,JGB022,15.615,0.024016
2026-01-30,JGB023,16.698,0.024083
2026-01-30,JGB024,16.835,0.023823
2026-01-30,JGB025,17.952,0.023892
2026-01-30,JGB026,18.244,0.023432
2026-01-30,JGB027,18.846,0.023771
2026-01-30,JGB028,20.054,0.024437
2026-01-30,JGB029,20.276,0.024087
2026-01-30,JGB030,20.364,0.023474
2026-01-30,JGB031,23.747,0.024675
2026-01-30,JGB032,24.165,0.024404
2026-01-30,JGB033,24.594,0.02498
2026-01-30,JGB034,26.086,0.024216
2026-01-30,JGB035,26.93,0.023924
2026-01-30,JGB036,27.092,0.02361
2026-01-30,JGB037,27.882,0.024698
2026-01-30,JGB038,28.476,0.025249
2026-01-30,JGB039,29.437,0.023887
2026-02-02,JGB000,1.346,0.013072
2026-02-02,JGB001,2.577,0.015731
2026-02-02,JGB002,2.952,0.017426
2026-02-02,JGB003,4.293,0.018333
2026-02-02,JGB004,4.298,0.01907
2026-02-02,JGB005,4.328,0.019277
2026-02-02,JGB006,4.57,0.018351
2026-02-02,JGB007,4.857,0.019266
2026-02-02,JGB008,4.864,0.018884
2026-02-02,JGB009,6.465,0.020727
2026-02-02,JGB010,6.533,0.021324
2026-02-02,JGB011,6.906,0.021708
2026-02-02,JGB012,7.441,0.020398
2026-02-02,JGB013,8.622,0.021344
2026-02-02,JGB014,8.676,0.021924
2026-02-02,JGB015,10.922,0.022799
2026-02-02,JGB016,11.385,0.022403
2026-02-02,JGB017,13.183,0.022274
2026-02-02,JGB018,14.279,0.022659
2026-02-02,JGB019,14.767,0.022587
2026-02-02,JGB020,15.229,0.022488
2026-02-02,JGB021,15.586,0.022328
2026-02-02,JGB022,15.615,0.022823
2026-02-02,JGB023,16.698,0.022849
2026-02-02,JGB024,16.835,0.022659
2026-02-02,JGB025,17.952,0.022681
2026-02-02,JGB026,18.244,0.02225
2026-02-02,JGB027,18.846,0.022494
2026-02-02,JGB028,20.054,0.023137
2026-02-02,JGB029,20.276,0.022863
2026-02-02,JGB030,20.364,0.022291
2026-02-02,JGB031,23.747,0.023429
2026-02-02,JGB032,24.165,0.02303
2026-02-02,JGB033,24.594,0.023691
2026-02-02,JGB034,26.086,0.023027
2026-02-02,JGB035,26.93,0.022621
2026-02-02,JGB036,27.092,0.022352
2026-02-02,JGB037,27.882,0.02353
2026-02-02,JGB038,28.476,0.023999
2026-02-02,JGB039,29.437,0.022684
2026-02-03,JGB000,1.346,0.013073
2026-02-03,JGB001,2.577,0.01552
2026-02-03,JGB002,2.952,0.01711
2026-02-03,JGB003,4.293,0.018115
2026-02-03,JGB004,4.298,0.01891
2026-02-03,JGB005,4.328,0.019165
2026-02-03,JGB006,4.57,0.018327
2026-02-03,JGB007,4.857,0.019059
2026-02-03,JGB008,4.864,0.018631
2026-02-03,JGB009,6.465,0.020616
2026-02-03,JGB010,6.533,0.021173
2026-02-03,JGB011,6.906,0.021582
2026-02-03,JGB012,7.441,0.020224
2026-02-03,JGB013,8.622,0.02112
2026-02-03,JGB014,8.676,0.021647
2026-02-03,JGB015,10.922,0.022574
2026-02-03,JGB016,11.385,0.022225
2026-02-03,JGB017,13.183,0.021975
2026-02-03,JGB018,14.279,0.02239
2026-02-03,JGB019,14.767,0.02238
2026-02-03,JGB020,15.229,0.022328
2026-02-03,JGB021,15.586,0.02214
2026-02-03,JGB022,15.615,0.022585
2026-02-03,JGB023,16.698,0.0226
2026-02-03,JGB024,16.835,0.022486
2026-02-03,JGB025,17.952,0.022457
2026-02-03,JGB026,18.244,0.022048
2026-02-03,JGB027,18.846,0.022342
2026-02-03,JGB028,20.054,0.02311
2026-02-03,JGB029,20.276,0.022531
2026-02-03,JGB030,20.364,0.021933
2026-02-03,JGB031,23.747,0.023245
2026-02-03,JGB032,24.165,0.022893
2026-02-03,JGB033,24.594,0.02359
2026-02-03,JGB034,26.086,0.02274
2026-02-03,JGB035,26.93,0.022545
2026-02-03,JGB036,27.092,0.022168
2026-02-03,JGB037,27.882,0.023276
2026-02-03,JGB038,28.476,0.023759
2026-02-03,JGB039,29.437,0.022346
2026-02-04,JGB000,1.346,0.014247
2026-02-04,JGB001,2.577,0.016927
2026-02-04,JGB002,2.952,0.018584
2026-02-04,JGB003,4.293,0.019493
2026-02-04,JGB004,4.298,0.02024
2026-02-04,JGB005,4.328,0.020579
2026-02-04,JGB006,4.57,0.01971
2026-02-04,JGB007,4.857,0.020474
2026-02-04,JGB008,4.864,0.020208
2026-02-04,JGB009,6.465,0.021869
2026-02-04,JGB010,6.533,0.022479
2026-02-04,JGB011,6.906,0.02286
2026-02-04,JGB012,7.441,0.021592
2026-02-04,JGB013,8.622,0.022565
2026-02-04,JGB014,8.676,0.023151
2026-02-04,JGB015,10.922,0.023922
2026-02-04,JGB016,11.385,0.023533
2026-02-04,JGB017,13.183,0.023359
2026-02-04,JGB018,14.279,0.023861
2026-02-04,JGB019,14.767,0.023841
2026-02-04,JGB020,15.229,0.023751
2026-02-04,JGB021,15.586,0.02352
2026-02-04,JGB022,15.615,0.023942
2026-02-04,JGB023,16.698,0.023994
2026-02-04,JGB024,16.835,0.023821
2026-02-04,JGB025,17.952,0.023755
2026-02-04,JGB026,18.244,0.02341
2026-02-04,JGB027,18.846,0.023741
2026-02-04,JGB028,20.054,0.024451
2026-02-04,JGB029,20.276,0.023888
2026-02-04,JGB030,20.364,0.023496
2026-02-04,JGB031,23.747,0.024628
2026-02-04,JGB032,24.165,0.024326
2026-02-04,JGB033,24.594,0.024886
2026-02-04,JGB034,26.086,0.02407
2026-02-04,JGB035,26.93,0.023908
2026-02-04,JGB036,27.092,0.023542
2026-02-04,JGB037,27.882,0.024632
2026-02-04,JGB038,28.476,0.025144
2026-02-04,JGB039,29.437,0.023857
2026-02-05,JGB000,1.346,0.014387
2026-02-05,JGB001,2.577,0.017033
2026-02-05,JGB002,2.952,0.018629
2026-02-05,JGB003,4.293,0.019593
2026-02-05,JGB004,4.298,0.020264
2026-02-05,JGB005,4.328,0.020642
2026-02-05,JGB006,4.57,0.019792
2026-02-05,JGB007,4.857,0.020571
2026-02-05,JGB008,4.864,0.020127
2026-02-05,JGB009,6.465,0.021999
2026-02-05,JGB010,6.533,0.022584
2026-02-05,JGB011,6.906,0.023013
2026-02-05,JGB012,7.441,0.021771
2026-02-05,JGB013,8.622,0.022654
2026-02-05,JGB014,8.676,0.023123
2026-02-05,JGB015,10.922,0.024139
2026-02-05,JGB016,11.385,0.023694
2026-02-05,JGB017,13.183,0.023453
2026-02-05,JGB018,14.279,0.02396
2026-02-05,JGB019,14.767,0.023802
2026-02-05,JGB020,15.229,0.023794
2026-02-05,JGB021,15.586,0.023631
2026-02-05,JGB022,15.615,0.024121
2026-02-05,JGB023,16.698,0.024097
2026-02-05,JGB024,16.835,0.023784
2026-02-05,JGB025,17.952,0.023922
2026-02-05,JGB026,18.244,0.023537
2026-02-05,JGB027,18.846,0.023925
2026-02-05,JGB028,20.054,0.024609
2026-02-05,JGB029,20.276,0.024145
2026-02-05,JGB030,20.364,0.023594
2026-02-05,JGB031,23.747,0.024772
2026-02-05,JGB032,24.165,0.024436
2026-02-05,JGB033,24.594,0.024958
2026-02-05,JGB034,26.086,0.024274
2026-02-05,JGB035,26.93,0.024063
2026-02-05,JGB036,27.092,0.023614
2026-02-05,JGB037,27.882,0.024789
2026-02-05,JGB038,28.476,0.025285
2026-02-05,JGB039,29.437,0.023896
2026-02-06,JGB000,1.346,0.014193
2026-02-06,JGB001,2.577,0.016836
2026-02-06,JGB002,2.952,0.01841
2026-02-06,JGB003,4.293,0.019382
2026-02-06,JGB004,4.298,0.019996
2026-02-06,JGB005,4.328,0.020407
2026-02-06,JGB006,4.57,0.019443
2026-02-06,JGB007,4.857,0.020315
2026-02-06,JGB008,4.864,0.019969
2026-02-06,JGB009,6.465,0.021801
2026-02-06,JGB010,6.533,0.022343
2026-02-06,JGB011,6.906,0.022763
2026-02-06,JGB012,7.441,0.021578
2026-02-06,JGB013,8.622,0.022376
2026-02-06,JGB014,8.676,0.023004
2026-02-06,JGB015,10.922,0.023763
2026-02-06,JGB016,11.385,0.023426
2026-02-06,JGB017,13.183,0.023211
2026-02-06,JGB018,14.279,0.023672
2026-02-06,JGB019,14.767,0.023634
2026-02-06,JGB020,15.229,0.023617
2026-02-06,JGB021,15.586,0.023329
2026-02-06,JGB022,15.615,0.023836
2026-02-06,JGB023,16.698,0.023845
2026-02-06,JGB024,16.835,0.023613
2026-02-06,JGB025,17.952,0.023695
2026-02-06,JGB026,18.244,0.02325
2026-02-06,JGB027,18.846,0.023697
2026-02-06,JGB028,20.054,0.0243
2026-02-06,JGB029,20.276,0.023875
2026-02-06,JGB030,20.364,0.023266
2026-02-06,JGB031,23.747,0.024571
2026-02-06,JGB032,24.165,0.024186
2026-02-06,JGB033,24.594,0.02482
2026-02-06,JGB034,26.086,0.024042
2026-02-06,JGB035,26.93,0.023848
2026-02-06,JGB036,27.092,0.023481
2026-02-06,JGB037,27.882,0.024616
2026-02-06,JGB038,28.476,0.025017
2026-02-06,JGB039,29.437,0.023627
2026-02-09,JGB000,1.346,0.011923
2026-02-09,JGB001,2.577,0.014599
2026-02-09,JGB002,2.952,0.016187
2026-02-09,JGB003,4.293,0.017096
2026-02-09,JGB004,4.298,0.017811
2026-02-09,JGB005,4.328,0.018125
2026-02-09,JGB006,4.57,0.01725
2026-02-09,JGB007,4.857,0.018095
2026-02-09,JGB008,4.864,0.017591
2026-02-09,JGB009,6.465,0.019573
2026-02-09,JGB010,6.533,0.020012
2026-02-09,JGB011,6.906,0.020487
2026-02-09,JGB012,7.441,0.019204
2026-02-09,JGB013,8.622,0.020149
2026-02-09,JGB014,8.676,0.020643
2026-02-09,JGB015,10.922,0.021517
2026-02-09,JGB016,11.385,0.021174
2026-02-09,JGB017,13.183,0.020885
2026-02-09,JGB018,14.279,0.021574
2026-02-09,JGB019,14.767,0.021339
2026-02-09,JGB020,15.229,0.021283
2026-02-09,JGB021,15.586,0.021097
2026-02-09,JGB022,15.615,0.021522
2026-02-09,JGB023,16.698,0.021477
2026-02-09,JGB024,16.835,0.021433
2026-02-09,JGB025,17.952,0.021456
2026-02-09,JGB026,18.244,0.020951
2026-02-09,JGB027,18.846,0.021367
2026-02-09,JGB028,20.054,0.022019
2026-02-09,JGB029,20.276,0.021524
2026-02-09,JGB030,20.364,0.021046
2026-02-09,JGB031,23.747,0.022234
2026-02-09,JGB032,24.165,0.021917
2026-02-09,JGB033,24.594,0.022498
2026-02-09,JGB034,26.086,0.021781
2026-02-09,JGB035,26.93,0.021516
2026-02-09,JGB036,27.092,0.021164
2026-02-09,JGB037,27.882,0.022301
2026-02-09,JGB038,28.476,0.022755
2026-02-09,JGB039,29.437,0.021361
2026-02-10,JGB000,1.346,0.012289
2026-02-10,JGB001,2.577,0.014918
2026-02-10,JGB002,2.952,0.016515
2026-02-10,JGB003,4.293,0.017535
2026-02-10,JGB004,4.298,0.018223
2026-02-10,JGB005,4.328,0.018447
2026-02-10,JGB006,4.57,0.017703
2026-02-10,JGB007,4.857,0.018582
2026-02-10,JGB008,4.864,0.018172
2026-02-10,JGB009,6.465,0.01991
2026-02-10,JGB010,6.533,0.020491
2026-02-10,JGB011,6.906,0.020923
2026-02-10,JGB012,7.441,0.019683
2026-02-10,JGB013,8.622,0.020571
2026-02-10,JGB014,8.676,0.021043
2026-02-10,JGB015,10.922,0.022015
2026-02-10,JGB016,11.385,0.021618
2026-02-10,JGB017,13.183,0.021275
2026-02-10,JGB018,14.279,0.021835
2026-02-10,JGB019,14.767,0.021776
2026-02-10,JGB020,15.229,0.021719
2026-02-10,JGB021,15.586,0.021554
2026-02-10,JGB022,15.615,0.022018
2026-02-10,JGB023,16.698,0.022029
2026-02-10,JGB024,16.835,0.021843
2026-02-10,JGB025,17.952,0.021775
2026-02-10,JGB026,18.244,0.021459
2026-02-10,JGB027,18.846,0.021839
2026-02-10,JGB028,20.054,0.022581
2026-02-10,JGB029,20.276,0.021927
2026-02-10,JGB030,20.364,0.021429
2026-02-10,JGB031,23.747,0.022685
2026-02-10,JGB032,24.165,0.02237
2026-02-10,JGB033,24.594,0.022953
2026-02-10,JGB034,26.086,0.022176
2026-02-10,JGB035,26.93,0.021903
2026-02-10,JGB036,27.092,0.021579
2026-02-10,JGB037,27.882,0.022627
2026-02-10,JGB038,28.476,0.023166
2026-02-10,JGB039,29.437,0.021821
2026-02-11,JGB000,1.346,0.011764
2026-02-11,JGB001,2.577,0.014446
2026-02-11,JGB002,2.952,0.016111
2026-02-11,JGB003,4.293,0.017014
2026-02-11,JGB004,4.298,0.017736
2026-02-11,JGB005,4.328,0.018105
2026-02-11,JGB006,4.57,0.017225
2026-02-11,JGB007,4.857,0.018045
2026-02-11,JGB008,4.864,0.017566
2026-02-11,JGB009,6.465,0.019464
2026-02-11,JGB010,6.533,0.019995
2026-02-11,JGB011,6.906,0.020378
2026-02-11,JGB012,7.441,0.019088
2026-02-11,JGB013,8.622,0.020089
2026-02-11,JGB014,8.676,0.020578
2026-02-11,JGB015,10.922,0.021609
2026-02-11,JGB016,11.385,0.021107
2026-02-11,JGB017,13.183,0.020855
2026-02-11,JGB018,14.279,0.021358
2026-02-11,JGB019,14.767,0.021381
2026-02-11,JGB020,15.229,0.021196
2026-02-11,JGB021,15.586,0.021044
2026-02-11,JGB022,15.615,0.021464
2026-02-11,JGB023,16.698,0.02152
2026-02-11,JGB024,16.835,0.021371
2026-02-11,JGB025,17.952,0.021422
2026-02-11,JGB026,18.244,0.020882
2026-02-11,JGB027,18.846,0.021292
2026-02-11,JGB028,20.054,0.022087
2026-02-11,JGB029,20.276,0.021428
2026-02-11,JGB030,20.364,0.020947
2026-02-11,JGB031,23.747,0.022093
2026-02-11,JGB032,24.165,0.021691
2026-02-11,JGB033,24.594,0.022455
2026-02-11,JGB034,26.086,0.021723
2026-02-11,JGB035,26.93,0.021442
2026-02-11,JGB036,27.092,0.020982
2026-02-11,JGB037,27.882,0.022206
2026-02-11,JGB038,28.476,0.022701
2026-02-11,JGB039,29.437,0.021402
2026-02-12,JGB000,1.346,0.012491
2026-02-12,JGB001,2.577,0.015142
2026-02-12,JGB002,2.952,0.01664
2026-02-12,JGB003,4.293,0.017708
2026-02-12,JGB004,4.298,0.0184
2026-02-12,JGB005,4.328,0.018773
2026-02-12,JGB006,4.57,0.017879
2026-02-12,JGB007,4.857,0.018623
2026-02-12,JGB008,4.864,0.018234
2026-02-12,JGB009,6.465,0.020054
2026-02-12,JGB010,6.533,0.020543
2026-02-12,JGB011,6.906,0.02105
2026-02-12,JGB012,7.441,0.019805
2026-02-12,JGB013,8.622,0.020675
2026-02-12,JGB014,8.676,0.021293
2026-02-12,JGB015,10.922,0.022141
2026-02-12,JGB016,11.385,0.02177
2026-02-12,JGB017,13.183,0.021463
2026-02-12,JGB018,14.279,0.021925
2026-02-12,JGB019,14.767,0.021961
2026-02-12,JGB020,15.229,0.021909
2026-02-12,JGB021,15.586,0.021681
2026-02-12,JGB022,15.615,0.022116
2026-02-12,JGB023,16.698,0.022148
2026-02-12,JGB024,16.835,0.022001
2026-02-12,JGB025,17.952,0.021977
2026-02-12,JGB026,18.244,0.021487
2026-02-12,JGB027,18.846,0.021968
2026-02-12,JGB028,20.054,0.022567
2026-02-12,JGB029,20.276,0.022072
2026-02-12,JGB030,20.364,0.021575
2026-02-12,JGB031,23.747,0.022785
2026-02-12,JGB032,24.165,0.022377
2026-02-12,JGB033,24.594,0.023156
2026-02-12,JGB034,26.086,0.022332
2026-02-12,JGB035,26.93,0.02214
2026-02-12,JGB036,27.092,0.021772
2026-02-12,JGB037,27.882,0.022788
2026-02-12,JGB038,28.476,0.023176
2026-02-12,JGB039,29.437,0.022004
2026-02-13,JGB000,1.346,0.013511
2026-02-13,JGB001,2.577,0.016044
2026-02-13,JGB002,2.952,0.017674
2026-02-13,JGB003,4.293,0.018615
2026-02-13,JGB004,4.298,0.019249
2026-02-13,JGB005,4.328,0.019634
2026-02-13,JGB006,4.57,0.018743
2026-02-13,JGB007,4.857,0.019665
2026-02-13,JGB008,4.864,0.019158
2026-02-13,JGB009,6.465,0.021125
2026-02-13,JGB010,6.533,0.021596
2026-02-13,JGB011,6.906,0.021922
2026-02-13,JGB012,7.441,0.020858
2026-02-13,JGB013,8.622,0.021629
2026-02-13,JGB014,8.676,0.022237
2026-02-13,JGB015,10.922,0.023171
2026-02-13,JGB016,11.385,0.022669
2026-02-13,JGB017,13.183,0.022389
2026-02-13,JGB018,14.279,0.023014
2026-02-13,JGB019,14.767,0.022874
2026-02-13,JGB020,15.229,0.022766
2026-02-13,JGB021,15.586,0.022582
2026-02-13,JGB022,15.615,0.023067
2026-02-13,JGB023,16.698,0.023159
2026-02-13,JGB024,16.835,0.022943
2026-02-13,JGB025,17.952,0.022984
2026-02-13,JGB026,18.244,0.02262
2026-02-13,JGB027,18.846,0.022941
2026-02-13,JGB028,20.054,0.023662
2026-02-13,JGB029,20.276,0.023099
2026-02-13,JGB030,20.364,0.022459
2026-02-13,JGB031,23.747,0.023783
2026-02-13,JGB032,24.165,0.023423
2026-02-13,JGB033,24.594,0.024038
2026-02-13,JGB034,26.086,0.023194
2026-02-13,JGB035,26.93,0.022971
2026-02-13,JGB036,27.092,0.022602
2026-02-13,JGB037,27.882,0.023776
2026-02-13,JGB038,28.476,0.024223
2026-02-13,JGB039,29.437,0.022895
2026-02-16,JGB000,1.346,0.012882
2026-02-16,JGB001,2.577,0.015452
2026-02-16,JGB002,2.952,0.017067
2026-02-16,JGB003,4.293,0.018063
2026-02-16,JGB004,4.298,0.018719
2026-02-16,JGB005,4.328,0.019093
2026-02-16,JGB006,4.57,0.018117
2026-02-16,JGB007,4.857,0.018998
2026-02-16,JGB008,4.864,0.018592
2026-02-16,JGB009,6.465,0.020451
2026-02-16,JGB010,6.533,0.020967
2026-02-16,JGB011,6.906,0.02135
2026-02-16,JGB012,7.441,0.020127
2026-02-16,JGB013,8.622,0.02105
2026-02-16,JGB014,8.676,0.021653
2026-02-16,JGB015,10.922,0.022526
2026-02-16,JGB016,11.385,0.022031
2026-02-16,JGB017,13.183,0.021877
2026-02-16,JGB018,14.279,0.022333
2026-02-16,JGB019,14.767,0.022289
2026-02-16,JGB020,15.229,0.022199
2026-02-16,JGB021,15.586,0.021958
2026-02-16,JGB022,15.615,0.022533
2026-02-16,JGB023,16.698,0.022529
2026-02-16,JGB024,16.835,0.022291
2026-02-16,JGB025,17.952,0.022252
2026-02-16,JGB026,18.244,0.021906
2026-02-16,JGB027,18.846,0.022214
2026-02-16,JGB028,20.054,0.022967
2026-02-16,JGB029,20.276,0.022464
2026-02-16,JGB030,20.364,0.022008
2026-02-16,JGB031,23.747,0.023099
2026-02-16,JGB032,24.165,0.022871
2026-02-16,JGB033,24.594,0.023498
2026-02-16,JGB034,26.086,0.022622
2026-02-16,JGB035,26.93,0.022362
2026-02-16,JGB036,27.092,0.022096
2026-02-16,JGB037,27.882,0.023203
2026-02-16,JGB038,28.476,0.023795
2026-02-16,JGB039,29.437,0.022403
2026-02-17,JGB000,1.346,0.013462
2026-02-17,JGB001,2.577,0.015943
2026-02-17,JGB002,2.952,0.017612
2026-02-17,JGB003,4.293,0.018511
2026-02-17,JGB004,4.298,0.01935
2026-02-17,JGB005,4.328,0.01962
2026-02-17,JGB006,4.57,0.018545
2026-02-17,JGB007,4.857,0.019579
2026-02-17,JGB008,4.864,0.019069
2026-02-17,JGB009,6.465,0.02101
2026-02-17,JGB010,6.533,0.021495
2026-02-17,JGB011,6.906,0.021942
2026-02-17,JGB012,7.441,0.020702
2026-02-17,JGB013,8.622,0.021612
2026-02-17,JGB014,8.676,0.022083
2026-02-17,JGB015,10.922,0.023079
2026-02-17,JGB016,11.385,0.02264
2026-02-17,JGB017,13.183,0.022373
2026-02-17,JGB018,14.279,0.022921
2026-02-17,JGB019,14.767,0.022769
2026-02-17,JGB020,15.229,0.022846
2026-02-17,JGB021,15.586,0.022571
2026-02-17,JGB022,15.615,0.023029
2026-02-17,JGB023,16.698,0.023052
2026-02-17,JGB024,16.835,0.022836
2026-02-17,JGB025,17.952,0.022817
2026-02-17,JGB026,18.244,0.022472
2026-02-17,JGB027,18.846,0.022819
2026-02-17,JGB028,20.054,0.023582
2026-02-17,JGB029,20.276,0.022984
2026-02-17,JGB030,20.364,0.02241
2026-02-17,JGB031,23.747,0.023672
2026-02-17,JGB032,24.165,0.023372
2026-02-17,JGB033,24.594,0.024019
2026-02-17,JGB034,26.086,0.02319
2026-02-17,JGB035,26.93,0.022913
2026-02-17,JGB036,27.092,0.02264
2026-02-17,JGB037,27.882,0.023665
2026-02-17,JGB038,28.476,0.024235
2026-02-17,JGB039,29.437,0.022782
2026-02-18,JGB000,1.346,0.013856
2026-02-18,JGB001,2.577,0.016567
2026-02-18,JGB002,2.952,0.018209
2026-02-18,JGB003,4.293,0.019102
2026-02-18,JGB004,4.298,0.019723
2026-02-18,JGB005,4.328,0.020062
2026-02-18,JGB006,4.57,0.019173
2026-02-18,JGB007,4.857,0.020061
2026-02-18,JGB008,4.864,0.019649
2026-02-18,JGB009,6.465,0.021496
